OID,PARCELID,FDEM_ID,NAME,ADDRESS,CITY,ZIPCODE,COUNTY,PHONE,TYPE,OWNER,OPERATING,OP_CLASS,AHCA_OWNER,PROFIT,CAPACITY,BEDS,STATE_ID,EFCLASS,AHCA_NUM,CON1_TYPE,CON1_UP,CON1_DOWN,CON2_TYPE,CON2_UP,CON2_DOWN,CON3_TYPE,CON3_UP,CON3_DOWN,NET_CONS,WEBSITE,ACTYRBLT,FSOURCE,DATASOURCE,NOTES,LAT_DD,LONG_DD,MGRS,GCID,ACRES,DESCRIPT,FLAG,UPDATE_DAY,FGDLAQDATE,AUTOID,DDLat,DDLon,ORIG_OID
125,14038880000,10224925,NCH BAKER HOSPITAL - FORMERLY NCH DOWNTOWN NAPLES HOSPITAL,350 SEVENTH ST N,NAPLES,34102,COLLIER,239-436-5000,HOSPITALS - ACUTE CARE,NAPLES COMMUNITY HOSPITAL INC,PRIVATE,PRIVATE,NCH HEALTHCARE SYSTEM,NOT-FOR-PROFIT,0,391,FL000063,EFHL,100018,OPTICAL FIBER,100 MBPS TO 1 GBPS,100 MBPS TO 1 GBPS, , , , , , ,2,HTTP://WWW.NCHMD.ORG,1979,GEOPLAN,FDEM,NCH BAKER HOSPITAL,26.15032602,-81.79910321,17RMJ2012892577,135,22.08213688,NCH BAKER HOSPITAL - FORMERLY NCH DOWNTOWN NAPLES HOSPITAL,V,2016-05-17,2017-09-06,125,26.15032602,-81.79910321,125
126,494230130030,N/A,ST ANTHONY'S REHABILITATION HOSPITAL,3487 NW 30TH ST,LAUDERDALE LAKES,33311,BROWARD,954-739-6233,HOSPITALS - REHABILITATION,ST JOHN'S REHABILITATION,PRIVATE,PRIVATE,CATHOLIC HEALTH SERVICES,NOT-FOR-PROFIT,0,26,N/A,EFHS,103027, , , , , , , , , , ,HTTP://WWW.CATHOLICHEALTHSERVICES.ORG/,1980,GEOPLAN,FHA, ,26.16379228,-80.19350159,17RNJ8060294073,136,5.17260859,ST ANTHONY'S REHABILITATION HOSPITAL,V,2012-11-19,2017-09-06,126,26.16379228,-80.19350159,126
127,494119050110,10224982,HEALTHSOUTH SUNRISE REHABILITATION HOSPITAL,4399 NOB HILL RD,FORT LAUDERDALE,33351,BROWARD,954-749-0300,HOSPITALS - REHABILITATION,MPT OF FT LAUDERDALE LLC,PRIVATE,PRIVATE,HEALTHSOUTH CORPORATION,INVESTOR-OWNED,0,126,FL000217,EFHM,103028, , , , , , , , , , ,HTTP://WWW.HEALTHSOUTHSUNRISE.COM/,1985,GEOPLAN,FDEM, ,26.17816448,-80.28480569,17RNJ7146895611,137,9.73619746,HEALTHSOUTH SUNRISE REHABILITATION HOSPITAL,V,2011-05-10,2017-09-06,127,26.17816448,-80.28480569,127
128,494213210010,10225062,HOLY CROSS HOSPITAL,4725 N FEDERAL HWY,FORT LAUDERDALE,33308,BROWARD,954-771-8000,HOSPITALS - ACUTE CARE,HOLY CROSS HOSPITAL INC,PRIVATE,PRIVATE,HOLY CROSS HOSPITAL,NOT-FOR-PROFIT,0,557,FL000182,EFHL,100073, , , ,OPTICAL FIBER,50 MBPS TO 100 MBPS,1.5 MBPS TO 3 MBPS,OTHER COPPER WIRELINE,25 MBPS TO 50 MBPS,10 MBPS TO 25 MBPS,3,HTTP://WWW.HOLY-CROSS.COM/,1968,GEOPLAN,FDEM, ,26.18650563,-80.11946986,17RNJ8798496637,138,27.59214067,HOLY CROSS HOSPITAL,V,2016-05-17,2017-09-06,128,26.18650563,-80.11946986,128
129,494213000110,10225059,ATLANTIC SHORES HOSPITAL,4545 N FEDERAL HWY,FORT LAUDERDALE,33308,BROWARD,954-771-2711,HOSPITALS - PSYCHIATRIC,ATLANTIC SHORES HOSPITAL LLC,PRIVATE,PRIVATE,UNIVERSAL HEALTH SERVICES INC,INVESTOR-OWNED,0,42,FL000179,EFHS,110068, , , , , , , , , , ,HTTP://WWW.ATLANTICSHORESHOSPITAL.COM/,1964,GEOPLAN,FDEM, ,26.18461236,-80.11873484,17RNJ8805996428,139,2.43175629,ATLANTIC SHORES HOSPITAL,V,2016-05-17,2017-09-06,129,26.18461236,-80.11873484,129
130,494212000210,10225060,BROWARD HEALTH IMPERIAL POINT,6401 N FEDERAL HWY,FORT LAUDERDALE,33308,BROWARD,954-776-8500,HOSPITALS - ACUTE CARE,NORTH BROWARD HOSPITAL,PRIVATE,PRIVATE,BROWARD HEALTH,PUBLIC/GOVERNMENT,0,204,FL000180,EFHL,100200, , , ,OPTICAL FIBER,25 MBPS TO 50 MBPS,10 MBPS TO 25 MBPS,OPTICAL FIBER,25 MBPS TO 50 MBPS,25 MBPS TO 50 MBPS,4,HTTP://WWW.BROWARDHEALTH.ORG/,1972,GEOPLAN,FDEM,BROWARD HEALTH IMPERIAL POINT,26.20677867,-80.11093827,17RNJ8882198888,140,28.00312642,BROWARD HEALTH IMPERIAL POINT,V,2016-05-17,2017-09-06,130,26.20677867,-80.11093827,130
131,80670080001,N/A,PHYSICIANS REGIONAL MEDICAL CENTER-PINE RIDGE,6101 PINE RIDGE RD,NAPLES,34119,COLLIER,239-348-4000,HOSPITALS - ACUTE CARE,NAPLES HMA INC,PRIVATE,PRIVATE,HEALTH MANAGEMENT ASSOCIATES,INVESTOR-OWNED,0,101,N/A,EFHM,23960025, , , , , , ,CABLE MODEM,GREATER THAN 1 GBPS,GREATER THAN 1 GBPS,3,HTTP://WWW.PHYSICIANSREGIONAL.COM/,1998,GEOPLAN,FHA, ,26.21381435,-81.73274752,17RMJ2680099570,141,27.50791098,PHYSICIANS REGIONAL MEDICAL CENTER-PINE RIDGE,V,2011-05-10,2017-09-06,131,26.21381435,-81.73274752,131
132,494104390010,10225005,UNIVERSITY HOSPITAL AND MEDICAL CENTER,7201 N UNIVERSITY DR,TAMARAC,33321,BROWARD,954-721-2200,HOSPITALS - ACUTE CARE,UNIVERSITY HOSPITAL LTD,PRIVATE,PRIVATE,HCA EAST FLORIDA DIVISION,INVESTOR-OWNED,0,257,FL000125,EFHL,100224, , , , , , , , , , ,HTTP://UHMCHEALTH.COM/HOME/INDEX.DOT,1974,GEOPLAN,FDEM, ,26.2120182,-80.25434191,17RNJ7449199378,142,23.63149179,UNIVERSITY HOSPITAL AND MEDICAL CENTER,V,2011-05-10,2017-09-06,132,26.2120182,-80.25434191,132
133,494104740020,N/A,UNIVERSITY PAVILION - PSYCHIATRIC HOSPITAL,7425 N UNIVERSITY DR,TAMARAC,33321,BROWARD,954-722-9933,HOSPITALS - PSYCHIATRIC,UNIVERSITY HOSPITAL LTD,PRIVATE,PRIVATE,HCA EAST FLORIDA DIVISION,INVESTOR-OWNED,0,60,N/A,EFHM,N/A, , , , , , , , , , ,HTTP://UHMCHEALTH.COM/HOME/INDEX.DOT,1988,GEOPLAN,FHA, ,26.21320395,-80.25692358,17RNJ7423299508,143,5.13013644,UNIVERSITY PAVILION - PSYCHIATRIC HOSPITAL,V,2011-05-10,2017-09-06,133,26.21320395,-80.25692358,133
134,484121140050,10225048,BROWARD HEALTH CORAL SPRINGS,3000 CORAL HILLS DR,POMPANO BEACH,33065,BROWARD,954-344-3040,HOSPITALS - ACUTE CARE,NORTH BROWARD HOSPITAL,PRIVATE,PRIVATE,BROWARD HEALTH,PUBLIC/GOVERNMENT,0,200,FL000168,EFHL,110019, , , ,OPTICAL FIBER,25 MBPS TO 50 MBPS,10 MBPS TO 25 MBPS,OPTICAL FIBER,25 MBPS TO 50 MBPS,25 MBPS TO 50 MBPS,3,HTTP://WWW.BROWARDHEALTH.ORG/,1990,GEOPLAN,FDEM,BROWARD HEALTH CORAL SPRINGS,26.26851401,-80.25570265,17RNK7431905634,144,28.64709009,BROWARD HEALTH CORAL SPRINGS,V,2016-05-17,2017-09-06,134,26.26851401,-80.25570265,134
135,27167550201,N/A,NCH NORTH NAPLES HOSPITAL,11190 HEALTH PARK BLVD,NAPLES,34110,COLLIER,239-552-7000,HOSPITALS - ACUTE CARE,NAPLES COMMUNITY HOSPITAL INC,PRIVATE,PRIVATE,NCH HEALTHCARE SYSTEM,NOT-FOR-PROFIT,0,322,N/A,EFHL,120006,OPTICAL FIBER,100 MBPS TO 1 GBPS,100 MBPS TO 1 GBPS, , , , , , ,2,HTTP://WWW.NCHMD.ORG/,1989,GEOPLAN,FHA, ,26.27382717,-81.78884178,17RMK2123706249,146,41.64821026,NCH NORTH NAPLES HOSPITAL,V,2016-05-17,2017-09-06,136,26.27382717,-81.78884178,135
136,484214290010,10224954,BROWARD HEALTH NORTH,201 E SAMPLE RD,POMPANO BEACH,33064,BROWARD,954-941-8300,HOSPITALS - ACUTE CARE,NORTH BROWARD HOSPITAL,PRIVATE,PRIVATE,BROWARD HEALTH,PUBLIC/GOVERNMENT,0,409,FL000092,EFHL,100086, , , ,OPTICAL FIBER,25 MBPS TO 50 MBPS,10 MBPS TO 25 MBPS,OPTICAL FIBER,25 MBPS TO 50 MBPS,25 MBPS TO 50 MBPS,3,HTTP://WWW.BROWARDHEALTH.ORG/,1967,GEOPLAN,FDEM,BROWARD HEALTH NORTH,26.2767789,-80.12114679,17RNK8774906634,147,35.48951296,BROWARD HEALTH NORTH,V,2016-05-17,2017-09-06,137,26.2767789,-80.12114679,136
137,474231150010,10053867,THE RENFREW CENTER OF FLORIDA,7700 RENFREW LANE,COCONUT CREEK,33073,BROWARD,954-698-9222,HOSPITALS - PSYCHIATRIC,RENFREW CENTER OF FLA INC,PRIVATE,PRIVATE,N/A,INVESTOR-OWNED,0,40,N/A,EFHS,N/A, , , , , , , , , , ,HTTP://WWW.RENFREWCENTER.COM/LOCATIONS/COCONUT-CREEK.ASP,1992,GEOPLAN,FDEM, ,26.32715046,-80.18901322,17RNK8093712169,148,8.57282507,THE RENFREW CENTER OF FLORIDA,V,2012-11-19,2017-09-06,138,26.32715046,-80.18901322,137
138,00424719200020000,10225007,WEST BOCA MEDICAL CENTER,21644 STATE ROAD 7,BOCA RATON,33428,PALM BEACH,561-488-8000,HOSPITALS - ACUTE CARE,WEST BOCA MEDICAL CENTER INC,PRIVATE,PRIVATE,TENET HEALTHSYSTEM,INVESTOR-OWNED,0,195,FL000127,EFHL,110008, , , , , , , , , , ,HTTP://WWW.WESTBOCAMEDCTR.COM/,1986,GEOPLAN,FDEM, ,26.35610656,-80.19927525,17RNK7989315369,149,28.74178493,WEST BOCA MEDICAL CENTER,V,2011-05-10,2017-09-06,139,26.35610656,-80.19927525,138
139,06434719140130085,10225000,BOCA RATON REGIONAL HOSPITAL,800 MEADOWS RD,BOCA RATON,33486,PALM BEACH,561-995-7100,HOSPITALS - ACUTE CARE,BOCA RATON COMMUNITY HOSPITAL,PRIVATE,PRIVATE,N/A,NOT-FOR-PROFIT,0,400,FL000120,EFHL,100168, , , , , , , , , , ,HTTP://WWW.BRCH.COM/,1967,GEOPLAN,FDEM,BOCA RATON REGIONAL HOSPITAL,26.35848956,-80.10234854,17RNK8956315697,150,32.50172642,BOCA RATON REGIONAL HOSPITAL,V,2016-05-17,2017-09-06,140,26.35848956,-80.10234854,139
140,12424626000001040,10225086,PINECREST REHAB HOSPITAL - DELRAY MEDICAL CENTER,5360 LINTON BLVD,DELRAY BEACH,33484,PALM BEACH,561-495-0400,HOSPITALS - REHABILITATION,TENET HEALTHCARE CORP,PRIVATE,PRIVATE,TENET HEALTHSYSTEM,INVESTOR-OWNED,0,90,FL000236,EFHM,N/A, , , , , , , , , , ,HTTP://WWW.DELRAYMEDICALCTR.COM/EN-US/PAGES/DEFAULT.ASPX,1982,GEOPLAN,FDEM,BELONGS TO THE DELRAY MEDICAL CENTER COMPLEX,26.43628654,-80.12840722,17RNK8690424296,151,29.88768634,PINECREST REHAB HOSPITAL - DELRAY MEDICAL CENTER,V,2011-05-10,2017-09-06,141,26.43628654,-80.12840722,140
141,12424626000001040,10225034,DELRAY MEDICAL CENTER,5352 LINTON BLVD,DELRAY BEACH,33484,PALM BEACH,561-498-4440,HOSPITALS - ACUTE CARE,TENET HEALTHCARE CORP,PRIVATE,PRIVATE,TENET HEALTHSYSTEM,INVESTOR-OWNED,0,350,FL000154,EFHL,100258, , , , , , , , , , ,HTTP://WWW.DELRAYMEDICALCTR.COM/CWSCONTENT/DELRAYMEDICALCTR,1982,GEOPLAN,FDEM,ENCOMPASSES THE PINCREST REHAB HOSPITAL,26.43692524,-80.12789546,17RNK8695524367,152,29.84975537,DELRAY MEDICAL CENTER,V,2011-05-10,2017-09-06,142,26.43692524,-80.12789546,141
142,562S301000000000,N/A,NAVAL HOSPITAL/PENSACOLA,6000 W HIGHWAY 98,PENSACOLA,32512,ESCAMBIA,850-505-6601,HOSPITALS - FEDERAL,UNITED STATES OF AMERICA,FEDERAL,PUBLIC,FEDERAL GOVERNMENT,PUBLIC,0,119,N/A,EFHM,N/A, , , , , , , , , , ,HTTP://WWW.MED.NAVY.MIL/SITES/PCOLA/PAGES/DEFAULT.ASPX,1955,GEOPLAN,FHA, ,30.39851369,-87.29904974,16RDU7127362983,77,24.79698565,NAVAL HOSPITAL/PENSACOLA,V,2011-04-11,2017-09-06,143,30.39851369,-87.29904974,142
143,22-2S-28-1750-00200-0120,10225067,THE FRIARY OF LAKEVIEW CENTER,4400 HICKORY SHORES BLVD,GULF BREEZE,32563,SANTA ROSA,850-932-9375,HOSPITALS - PSYCHIATRIC,LAKEVIEW CENTER INC,PRIVATE,PRIVATE,N/A,NOT-FOR-PROFIT,0,30,FL000187,EFHS,N/A, , , , , , , , , , ,HTTP://THEFRIARY.BHCPNS.ORG/THEFRIARY/,1970,GEOPLAN,FDEM, ,30.39790729,-87.03926431,16RDU9622862879,78,5.32836492,THE FRIARY OF LAKEVIEW CENTER,V,2011-05-10,2017-09-06,144,30.39790729,-87.03926431,143
144,172S301000001020,10053880,LAKEVIEW CENTER - PSYCHIATRIC HOSPITAL,HERNANDEZ ST,PENSACOLA,32501,ESCAMBIA,850-432-1222,HOSPITALS - PSYCHIATRIC,LAKEVIEW CENTER INC,PRIVATE,PRIVATE,BAPTIST HEALTH CARE,NOT-FOR-PROFIT,0,16,N/A,EFHS,N/A, , , , , , , , , , ,HTTP://WWW.ELAKEVIEWCENTER.ORG/LAKEVIEWCENTER/,1975,GEOPLAN,FDEM, ,30.43245082,-87.23328089,16RDU7759966729,79,19.26795654,LAKEVIEW CENTER - PSYCHIATRIC HOSPITAL,V,2011-05-10,2017-09-06,145,30.43245082,-87.23328089,144
145,000S009050001058,10224944,BAPTIST HOSPITAL - PENSACOLA,1000 W MORENO ST,PENSACOLA,32501,ESCAMBIA,850-434-4011,HOSPITALS - ACUTE CARE,BAPTIST HOSPITAL INC,PRIVATE,PRIVATE,BAPTIST HEALTH CARE,NOT-FOR-PROFIT,0,492,FL000082,EFHL,100093, , , ,OPTICAL FIBER, , , , , , ,HTTP://WWW.BHCPNS.ORG/,1949,GEOPLAN,FDEM, ,30.42956608,-87.2311113,16RDU7780666409,80,36.34561388,BAPTIST HOSPITAL - PENSACOLA,V,2011-05-10,2017-09-06,146,30.42956608,-87.2311113,145
146,34-1S-24-0000-0056-0000,N/A,GULF COAST TREATMENT CENTER,1015 MAR-WALT DR,FORT WALTON BEACH,32548,OKALOOSA,850-863-4160,HOSPITALS - PSYCHIATRIC,GULF COAST TREATMENT CENTER,PRIVATE,PRIVATE,UNIVERSAL HEALTH SERVICES INC,INVESTOR-OWNED,0,24,N/A,EFHS,111520, , , , , , , , , , ,HTTP://WWW.GULFCOASTTREATMENT.COM/,1985,GEOPLAN,FHA, ,30.45594298,-86.63599102,16REU3494669366,81,5.16531417,GULF COAST TREATMENT CENTER,V,2011-05-10,2017-09-06,147,30.45594298,-86.63599102,146
147,32-1S-23-0000-0004-0000,N/A,96TH MEDICAL GROUP - US AIR FORCE HOSPITAL - EGLIN HOSPITAL,307 BOATNER RD,EGLIN AFB,32542,OKALOOSA,850-883-8600,HOSPITALS - FEDERAL,UNITED STATES OF AMERICA,FEDERAL,PUBLIC,FEDERAL GOVERNMENT,PUBLIC,0,59,N/A,EFHM,N/A, , , , , , , , , , ,HTTP://WWW.EGLIN.AF.MIL/UNITS/EGLINHOSPITAL.ASP,0,GEOPLAN,FHA,US AIRFORCE HOSPITAL - EGLIN HOSPITAL,30.46116086,-86.555096,16REU4271069972,83,61.46337921,96TH MEDICAL GROUP - US AIR FORCE HOSPITAL - EGLIN HOSPITAL,V,2016-05-17,2017-09-06,148,30.46116086,-86.555096,147
148,451S301000000007,N/A,CONSULATE HEALTH CARE OF PENSACOLA,235 W AIRPORT BLVD,PENSACOLA,32505,ESCAMBIA,850-857-5200,HOSPITALS - REHABILITATION,ARBOR HEALTH CARE CO,PRIVATE,PRIVATE,N/A,INVESTOR-OWNED,0,120,N/A,EFHM,N/A, , , , , , , , , , ,HTTP://WWW.CONSULATEHEALTHCARE.COM/FACILITYBYSTATE.ASPX?LOCID=110,1996,GEOPLAN,ESCAMBIA COUNTY, ,30.47140638,-87.25260536,16RDU7575371050,84,6.885106,CONSULATE HEALTH CARE OF PENSACOLA,V,2011-05-10,2017-09-06,149,30.47140638,-87.25260536,148
149,331S304102000000,10224946,SACRED HEART HOSPITAL OF PENNSACOLA,5151 N 9TH AVE,PENSACOLA,32504,ESCAMBIA,850-416-7000,HOSPITALS - ACUTE CARE,SACRED HEART HEALTH SYSTEM INC,PRIVATE,PRIVATE,SACRED HEART HEALTH SYSTEM INC,NOT-FOR-PROFIT,0,566,FL000084,EFHL,100025, , , ,OPTICAL FIBER,10 MBPS TO 25 MBPS,6 MBPS TO 10 MBPS,CABLE MODEM,1.5 MBPS TO 3 MBPS,1.5 MBPS TO 3 MBPS,4,HTTP://WWW.SACRED-HEART.ORG/,1957,GEOPLAN,FDEM,SACRED HEART HOSPITAL OF PENSACOLA,30.47528789,-87.21232928,16RDU7962071472,85,92.0345882,SACRED HEART HOSPITAL OF PENNSACOLA,V,2016-05-17,2017-09-06,150,30.47528789,-87.21232928,149
150,29-1N-08-0000-0061-0000,10224999,CALHOUN-LIBERTY HOSPITAL,20370 NE BURNS AVE,BLOUNTSTOWN,32424,CALHOUN,850-674-5411,HOSPITALS - ACUTE CARE,CALHOUN/LIBERTY HOSPITAL ASSN,PRIVATE,PRIVATE,"CALHOUN LIBERTY HOSPITAL ASSOCIATION, INC",NOT-FOR-PROFIT,0,25,FL000119,EFHS,100112,OTHER COPPER WIRELINE,3 MBPS TO 6 MBPS,3 MBPS TO 6 MBPS, , , , , , ,2,HTTP://WWW.CALHOUNCO.ORG/HEALTH-CARE.CFM,1966,GEOPLAN,FDEM, ,30.4585776,-85.05010029,16RFU8721071216,86,4.58382792,CALHOUN-LIBERTY HOSPITAL,V,2011-05-10,2017-09-06,151,30.4585776,-85.05010029,150
151,1130208020000,10224983,TALLAHASSEE MEMORIAL HEALTHCARE,1300 MICCOSUKEE RD,TALLAHASSEE,32308,LEON,850-431-1155,HOSPITALS - ACUTE CARE,CITY OF TALLAHASSEE,MUNICIPAL,PUBLIC,"TALLAHASSEE MEMORIAL HEALTHCARE, INC.",NOT-FOR-PROFIT,0,772,FL000218,EFHL,100135, , , ,OPTICAL FIBER,100 MBPS TO 1 GBPS,768 KBPS TO 1.5 KBPS,DSL SYMMETRIC,10 MBPS TO 25 MBPS,6 MBPS TO 10 MBPS,3,HTTP://WWW.TMH.ORG/,1949,GEOPLAN,FDEM, ,30.45639314,-84.26201995,16RGU6290472545,87,71.58622671,TALLAHASSEE MEMORIAL HEALTHCARE,V,2016-05-17,2017-09-06,152,30.45639314,-84.26201995,151
152,1128170000010,10224956,HEALTHSOUTH REHABILITATION HOSPITAL OF TALLAHASSEE,1675 RIGGINS RD,TALLAHASSEE,32308,LEON,850-656-4800,HOSPITALS - REHABILITATION,HEALTHSOUTH REHABILITATION HOS,PRIVATE,PRIVATE,HEALTHSOUTH CORPORATION,INVESTOR-OWNED,0,76,FL000094,EFHM,110021, , , , , , , , , , ,HTTP://WWW.HEALTHSOUTHTALLAHASSEE.COM/,1986,GEOPLAN,FDEM,HEALTHSOUTH REHABILITATION HOSPITAL OF TALLAHASSEE,30.45964715,-84.23700023,16RGU6529972964,88,10.13279217,HEALTHSOUTH REHABILITATION HOSPITAL OF TALLAHASSEE,V,2016-05-17,2017-09-06,153,30.45964715,-84.23700023,152
153,1129202120000,N/A,SELECT SPECIALTY HOSPITAL - TALLAHASSEE,1544 SURGEONS DR,TALLAHASSEE,32308,LEON,850-219-6800,HOSPITALS - ACUTE CARE,HTA-TALLAHASSEE SS HOSPITAL LL,PRIVATE,PRIVATE,SELECT MEDICAL CORPORATION,INVESTOR-OWNED,0,29,N/A,EFHS,23960059, , , , , , , , , , ,HTTP://WWW.SELECTSPECIALTYHOSPITALS.COM/,2007,GEOPLAN,FHA, ,30.46153384,-84.25307008,16RGU6375073136,89,21.97997486,SELECT SPECIALTY HOSPITAL - TALLAHASSEE,V,2011-05-10,2017-09-06,154,30.46153384,-84.25307008,153
154,112105  C0171,10224955,CAPITAL REGIONAL MEDICAL CENTER,2626 CAPITAL MEDICAL BLVD,TALLAHASSEE,32308,LEON,850-325-5015,HOSPITALS - ACUTE CARE,TALLAHASSEE MEDICAL CTR,PRIVATE,PRIVATE,HCA NORTH FLORIDA DIVISION,INVESTOR-OWNED,0,266,FL000093,EFHL,100254, , , ,OTHER COPPER WIRELINE,25 MBPS TO 50 MBPS,1.5 MBPS TO 3 MBPS,OTHER COPPER WIRELINE,25 MBPS TO 50 MBPS,25 MBPS TO 50 MBPS,4,HTTP://WWW.CAPITALREGIONALMEDICALCENTER.COM,2003,GEOPLAN,FDEM, ,30.47581562,-84.23177896,16RGU6575674769,91,28.68770549,CAPITAL REGIONAL MEDICAL CENTER,V,2016-05-17,2017-09-06,155,30.47581562,-84.23177896,154
155,181S302101000000,N/A,WEST FLORIDA REHABILITATION INSTITUTE,8391 N DAVIS HWY,PENSACOLA,32514,ESCAMBIA,850-494-6100,HOSPITALS - REHABILITATION,WEST FLORIDA REGIONAL MEDICAL,PRIVATE,PRIVATE,HCA NORTH FLORIDA DIVISION,INVESTOR-OWNED,0,58,N/A,EFHM,N/A, , , , , , , , , , ,HTTP://WWW.WESTFLORIDAHOSPITAL.COM/,1976,GEOPLAN,FHA,PART OF WEST FLORIDA HOSPITAL,30.51632305,-87.21702758,16RDU7917776020,92,41.4857568,WEST FLORIDA REHABILITATION INSTITUTE,V,2011-05-10,2017-09-06,156,30.51632305,-87.21702758,155
156,1116202330000,N/A,EASTSIDE PSYCHIATRIC HOSPITAL,2634-B CAPITAL CIR NE,TALLAHASSEE,32308,LEON,850-523-3333,HOSPITALS - PSYCHIATRIC,APALACHEE CENTER INC,PRIVATE,PRIVATE,RONALD P. KIRKLAND,NOT-FOR-PROFIT,0,46,N/A,EFHS,110044, , , , , , , , , , ,HTTP://WWW.APALACHEECENTER.ORG,1973,GEOPLAN,FHA,NOT SURE OF ENTIRE EXTENT,30.48737044,-84.23916232,16RGU6501676033,93,10.66154546,EASTSIDE PSYCHIATRIC HOSPITAL,V,2011-05-10,2017-09-06,157,30.48737044,-84.23916232,156
157,01-1S-23-0000-0003-0000,10224927,TWIN CITIES HOSPITAL,2190 STATE HWY 85 N,NICEVILLE,32578,OKALOOSA,850-678-4131,HOSPITALS - ACUTE CARE,HCA,PRIVATE,PRIVATE,HCA NORTH FLORIDA DIVISION,INVESTOR-OWNED,0,65,FL000065,EFHM,100054, , , ,OTHER COPPER WIRELINE,25 MBPS TO 50 MBPS,1.5 MBPS TO 3 MBPS,OTHER COPPER WIRELINE,25 MBPS TO 50 MBPS,25 MBPS TO 50 MBPS,4,HTTP://TCHOSPITAL.COM/HOME/INDEX.DOT,1980,GEOPLAN,FDEM, ,30.53356473,-86.49570973,16REU4837678019,94,15.11305909,TWIN CITIES HOSPITAL,V,2011-05-10,2017-09-06,158,30.53356473,-86.49570973,157
158,3-17-2N-3W-0000-00414-0000,N/A,CAPITAL REGIONAL MEDICAL CENTER GADSDEN MEMORIAL CAMPUS,23186 BLUE STAR HWY,QUINCY,32351,GADSDEN,850-325-5000,HOSPITALS - ACUTE CARE,GADSDEN COUNTY,COUNTY,PUBLIC,N/A,INVESTOR-OWNED,0,4,N/A,EFHS,100159, , , , , , , , , , ,HTTP://WWW.GADSDENGOV.NET/GHI/INDEX.HTML,1993,GEOPLAN,GEOPLAN, ,30.56878728,-84.54878772,16RGU3508984373,95,14.03972846,CAPITAL REGIONAL MEDICAL CENTER GADSDEN MEMORIAL CAMPUS,V,2016-05-17,2017-09-06,159,30.56878728,-84.54878772,158
159,32-2N-28-0000-03801-0000,10224923,SANTA ROSA MEDICAL CENTER,6002 BERRYHILL RD,MILTON,32570,SANTA ROSA,850-626-7762,HOSPITALS - ACUTE CARE,SANTA ROSA COUNTY,PRIVATE,PRIVATE,HEALTH MANAGEMENT ASSOCIATES,INVESTOR-OWNED,0,129,FL000061,EFHM,100124, , , ,OPTICAL FIBER,10 MBPS TO 25 MBPS,200 KBPS TO 768 KBPS,DSL ASYMMETRIC,768 KBPS TO 1.5 KBPS,768 KBPS TO 1.5 KBPS,4,HTTP://WWW.SRMCFL.COM/DEFAULT.ASPX,1973,GEOPLAN,FDEM, ,30.63407611,-87.06713396,16RDU9356789051,96,28.05064293,SANTA ROSA MEDICAL CENTER,V,2011-05-10,2017-09-06,160,30.63407611,-87.06713396,159
160,34-2N-28-0000-17901-0000,N/A,WEST FLORIDA COMMUNITY CARE CENTER,5500 STEWART ST,MILTON,32570,SANTA ROSA,850-983-5500,HOSPITALS - PSYCHIATRIC,STATE OF FLORIDA,STATE,PUBLIC,WEST FLORIDA COMMUNITY CARE CE,PUBLIC,0,100,N/A,EFHM,104027, , , , , , , , , , ,HTTP://WWW.BHCPNS.ORG/BEHAVIORALHEALTH/,1955,GEOPLAN,FHA, ,30.63439764,-87.04227877,16RDU9594889086,97,5.09069133,WEST FLORIDA COMMUNITY CARE CENTER,V,2012-11-26,2017-09-06,161,30.63439764,-87.04227877,160
161,23-2N-19-18000-004-0051,10225049,HEALTHMARK REGIONAL MEDICAL CENTER,4413 US HWY 331 S,DEFUNIAK SPRINGS,32435,WALTON,850-951-4500,HOSPITALS - ACUTE CARE,THOMPSON JAMES & MARY M,PRIVATE,PRIVATE,HEALTHMARK CORPORATION,INVESTOR-OWNED,0,50,FL000169,EFHM,100081, , , , , , , , , , ,HTTP://WWW.HEALTHMARKREGIONAL.COM/,0,GEOPLAN,FDEM, ,30.66006758,-86.11752451,16REU8454592262,98,35.34955388,HEALTHMARK REGIONAL MEDICAL CENTER,V,2011-05-10,2017-09-06,162,30.66006758,-86.11752451,161
162,1-33-4N-6W-0000-00110-0000,10225033,FLORIDA STATE HOSPITAL,100 N MAIN ST,CHATTAHOOCHEE,32324,GADSDEN,850-663-7536,HOSPITALS - PSYCHIATRIC,STATE OF FLORIDA,STATE,PUBLIC,FLORIDA STATE HOSPITAL,PUBLIC,0,949,FL000153,EFHL,104000, , , , , , , , , , ,HTTP://WWW.DCF.STATE.FL.US/FACILITIES/FSH/,0,GEOPLAN,FDEM,EXTENT NOT COMPLETELY CLEAR,30.70633299,-84.84185696,16RGU0668299045,99,1741.785418,FLORIDA STATE HOSPITAL,NV,2016-05-17,2017-09-06,163,30.70633299,-84.84185696,162
